Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Currency,Region,Free_Tier_Flag,Tag_Owner,Tag_Env,Resource_ID,Ticket_ID,Ticket_Text,Severity,Incident_ID,Price_Version,Pricing_Type,Purchase_Type,Department,Project,SLA_Event,Log_Skew_Seconds,FX_Rate
U5814,acct001,2026/03/10 25:05,Storage,DB-GP-2,30.96,minutes,$56.19,INR,eu-west-1,False,bob,test,R5998,T-190,User email john@example.com cannot login,HIGH,,v2,reserved,reserved,Finance,,DEGRADED,62.0,1
U5815,acct-001,2026/03/10 25:05,Networking,vm_std_4,147.64,minutes,76.55,USD,US East 1,False,david,dev,resource-7202,T-10,Customer reported latency issue,,I-27,v1,spot,reserved,Finance,Project-A,OUTAGE,,83
U5816,ACCT-002,2026/03/10 25:05,Storage,vm_std_4,379.51,seconds,₹288.05,INR,us-east-1,False,charlie,dev,resource-5451,T-130,Customer phone 9764305179 reported outage,HIGH,I-23,,spot,spot,Sales,Project-B,DEGRADED,64.0,1
U5817, acct003 ,2026-11-08T09:35:00+05:30,Storage,vm_std_4,399.21,minutes,141.25,INR,US East 1,True,bob,prod,R7227,T-27,Customer reported latency issue,HIGH,,v1,reserved,on-demand,Engineering,,DEGRADED,,1
U5818,acct001,2026/03/10 25:05,Database,VM-STD-4,169.1,seconds,$206.92,EUR,ap south 1,False,david,,R3062,T-156,Customer reported latency issue,LOW,,v2,on-demand,spot,Engineering,Project-B,OUTAGE,37.0,90
U5819,ACCT-002,2026-03-06T11:21:00+09:00,Database,VM-STD-4,461.74,hours,718.51,EUR,ap south 1,False,,test,resource-4441,T-96,Customer reported latency issue,MEDIUM,,v3,reserved,spot,Engineering,Project-A,OUTAGE,5.0,90
U5820,ACCT-002,2026-08-04T18:21:00+05:30,Networking,DB-GP-2,55.66,minutes,$69.72,USD,eu-west-1,False,charlie,test,resource-7616,T-31,Customer phone 9437838273 reported outage,HIGH,I-5,v1,reserved,spot,Research,Project-A,NONE,85.0,83
U5821,ACCT-002,2026/03/02 12:58,Database,VM-STD-4,72.73,minutes,$125.73,EUR,US East 1,False,,,R4350,T-89,Customer reported latency issue,MEDIUM,,v3,on-demand,spot,Finance,Project-A,OUTAGE,86.0,90
U5822,ACCT-002,2026-11-04 23:21:00,Database,DB-GP-2,428.74,hours,₹314.26,USD,us-east-1,True,charlie,prod,R3673,T-95,User email john@example.com cannot login,,I-6,v2,on-demand,reserved,,Project-C,DEGRADED,104.0,83
U5823,acct001,2026/03/10 25:05,Compute,vm_std_4,353.23,minutes,574.74,EUR,us-east-1,True,david,prod,R2919,T-138,Customer reported latency issue,HIGH,I-47,v2,on-demand,reserved,Sales,Project-B,OUTAGE,,90
U5824, acct003 ,2026/04/21 08:12,Compute,db_gp_2,316.39,hours,₹386.66,USD,ap south 1,False,bob,dev,R3566,T-196,Customer phone 6150613491 reported outage,HIGH,,v2,on-demand,spot,Sales,Project-B,DEGRADED,,83
U5825, acct003 ,2026-12-05 13:40:00,AI,VM-STD-4,103.1,seconds,₹141.04,INR,ap south 1,False,david,dev,R1223,T-194,Customer phone 7185591817 reported outage,LOW,I-60,v3,spot,on-demand,,Project-B,DEGRADED,,1
U5826,acct001,2026-06-28T15:01:00+09:00,Storage,DB-GP-2,267.11,seconds,$70.7,INR,ap south 1,True,charlie,dev,resource-8190,T-199,Customer phone 8159034463 reported outage,LOW,,v2,on-demand,on-demand,Engineering,Project-A,DEGRADED,61.0,1
U5827,ACCT-002,2026-06-10 02:47:00,Database,VM-STD-4,8.03,hours,$4.33,INR,eu-west-1,True,bob,,resource-8812,T-28,Customer phone 8865901195 reported outage,HIGH,I-70,,reserved,spot,Sales,,NONE,88.0,1
U5828, acct003 ,2026/03/10 25:05,AI,vm_std_4,440.5,minutes,753.02,USD,us-east-1,True,,test,resource-4391,T-122,Customer reported latency issue,HIGH,,v2,on-demand,on-demand,,Project-B,OUTAGE,,83
U5829,acct001,2026-12-12T01:30:00+01:00,Database,DB-GP-2,33.64,seconds,26.45,USD,us-east-1,False,,test,R3127,T-73,Customer phone 6393695640 reported outage,LOW,I-2,v2,reserved,spot,Sales,Project-C,NONE,35.0,83
U5830,acct001,2026/06/02 19:16,Compute,vm_std_4,167.22,seconds,220.8,INR,us-east-1,False,charlie,test,resource-9886,T-171,User email john@example.com cannot login,LOW,,v1,reserved,on-demand,Sales,Project-A,OUTAGE,,1
U5831,acct001,2026/03/10 25:05,Storage,VM-STD-4,257.97,minutes,401.89,INR,us-east-1,True,david,,R6275,T-174,Customer phone 9618343508 reported outage,LOW,I-40,v3,on-demand,spot,Research,,OUTAGE,,1
U5832,acct001,2026-10-25T06:25:00+05:30,Storage,VM-STD-4,420.64,minutes,$235.15,EUR,eu-west-1,True,,prod,resource-6701,T-6,User email john@example.com cannot login,LOW,I-98,v1,spot,on-demand,,Project-B,DEGRADED,65.0,90
U5833,ACCT-002,2026/03/10 25:05,Compute,vm_std_4,305.23,hours,$488.93,INR,ap south 1,True,,,R9543,T-11,Customer phone 8701633818 reported outage,,,v2,on-demand,on-demand,Sales,,OUTAGE,,1
U5834, acct003 ,2026-09-10T02:52:00+09:00,Database,VM-STD-4,377.31,minutes,₹668.47,EUR,US East 1,False,alice,dev,R2037,T-177,User email john@example.com cannot login,MEDIUM,,v2,on-demand,on-demand,Sales,Project-C,NONE,,90
U5835,acct-001,2026-02-27T11:14:00+01:00,Compute,db_gp_2,216.77,minutes,₹295.67,INR,ap south 1,True,david,,resource-3819,T-176,User email john@example.com cannot login,MEDIUM,I-96,,on-demand,on-demand,Sales,Project-B,OUTAGE,116.0,1
U5836,acct-001,2026-01-13 04:06:00,Networking,vm_std_4,186.86,hours,71.68,USD,eu-west-1,False,david,dev,R9645,T-91,Customer phone 7322697566 reported outage,,,v1,spot,reserved,Research,Project-A,NONE,113.0,83
U5837,acct-001,2026/07/27 01:18,AI,vm_std_4,45.53,minutes,$22.43,EUR,ap south 1,False,charlie,prod,R5090,T-16,Customer reported latency issue,HIGH,,v1,reserved,on-demand,Finance,,OUTAGE,,90
U5838, acct003 ,2026/04/14 07:27,Compute,vm_std_4,455.31,hours,₹816.1,INR,ap south 1,False,bob,prod,R4720,T-185,User email john@example.com cannot login,HIGH,,v3,spot,on-demand,Finance,Project-C,OUTAGE,,1
U5839,ACCT-002,2026/05/26 05:44,Storage,vm_std_4,401.56,minutes,₹609.86,INR,eu-west-1,True,alice,dev,R9572,T-109,Customer reported latency issue,HIGH,,,reserved,on-demand,Engineering,Project-C,OUTAGE,,1
U5840,ACCT-002,2026-05-21T21:41:00+00:00,Networking,db_gp_2,451.92,seconds,₹308.82,EUR,ap south 1,False,charlie,test,R1745,T-4,Customer phone 6923358450 reported outage,,I-24,,reserved,spot,Finance,,OUTAGE,102.0,90
U5841, acct003 ,2026/03/10 25:05,AI,db_gp_2,171.92,minutes,₹59.16,EUR,eu-west-1,False,bob,,resource-7057,T-44,User email john@example.com cannot login,,,v2,reserved,spot,Engineering,Project-B,NONE,,90
U5842,acct-001,2026/03/10 25:05,Storage,VM-STD-4,36.18,seconds,₹60.25,USD,us-east-1,True,,dev,R2589,T-189,User email john@example.com cannot login,LOW,I-20,v1,spot,on-demand,Finance,,OUTAGE,,83
U5843,ACCT-002,2026/03/10 25:05,Networking,DB-GP-2,419.27,seconds,774.9,EUR,ap south 1,True,alice,test,R8421,T-89,User email john@example.com cannot login,MEDIUM,,,reserved,reserved,,Project-C,DEGRADED,,90
U5844,ACCT-002,2026-03-30 20:25:00,AI,VM-STD-4,352.2,hours,$323.65,INR,eu-west-1,False,,,R2137,T-112,Customer phone 6068729431 reported outage,LOW,I-23,v3,on-demand,on-demand,Finance,,DEGRADED,,1
U5845,ACCT-002,2026-07-09T21:42:00+05:30,Networking,db_gp_2,233.39,seconds,176.45,INR,ap south 1,True,,test,R4294,T-104,Customer reported latency issue,LOW,I-98,v3,spot,reserved,,,NONE,32.0,1
U5846,ACCT-002,2026-11-20T18:38:00+09:00,Compute,vm_std_4,164.57,minutes,138.92,USD,ap south 1,True,david,,R1841,T-123,Customer reported latency issue,,,v2,reserved,on-demand,Finance,,OUTAGE,20.0,83
U5847, acct003 ,2026/04/08 22:53,Networking,vm_std_4,114.09,hours,162.87,EUR,ap south 1,False,david,prod,resource-7588,T-17,Customer reported latency issue,MEDIUM,I-60,v1,reserved,reserved,Engineering,,NONE,,90
U5848,ACCT-002,2026-11-15T16:04:00+01:00,Networking,VM-STD-4,451.93,minutes,584.61,INR,eu-west-1,True,alice,dev,R8264,T-173,Customer reported latency issue,HIGH,,v1,on-demand,on-demand,Sales,,NONE,,1
U5849,ACCT-002,2026/11/20 09:59,Storage,db_gp_2,129.99,minutes,₹121.75,EUR,ap south 1,False,david,dev,R6482,T-115,User email john@example.com cannot login,HIGH,,v2,reserved,on-demand,Sales,,NONE,,90
U5850, acct003 ,2026-05-03T17:55:00+09:00,Networking,db_gp_2,492.54,hours,₹522.28,INR,eu-west-1,True,bob,test,resource-6953,T-74,Customer reported latency issue,HIGH,,v1,on-demand,reserved,Engineering,,OUTAGE,27.0,1
U5851,acct001,2026-10-18 04:17:00,Compute,VM-STD-4,230.75,hours,$319.56,USD,US East 1,True,charlie,dev,R8925,T-190,User email john@example.com cannot login,MEDIUM,,,reserved,spot,,Project-A,OUTAGE,,83
U5852,acct001,2026-02-22T16:22:00-04:00,Compute,DB-GP-2,35.02,minutes,12.0,USD,us-east-1,False,charlie,dev,R1485,T-140,User email john@example.com cannot login,MEDIUM,,v1,on-demand,spot,Engineering,Project-A,NONE,,83
U5853,acct-001,2026-09-09T02:09:00+09:00,Networking,DB-GP-2,3.9,seconds,$6.68,INR,eu-west-1,True,charlie,,resource-7287,T-111,Customer reported latency issue,,,v2,spot,reserved,,Project-B,DEGRADED,43.0,1
U5854,ACCT-002,2026-02-09T08:13:00+01:00,Database,DB-GP-2,358.88,minutes,₹80.17,INR,eu-west-1,False,alice,prod,resource-5990,T-97,User email john@example.com cannot login,,,v3,reserved,on-demand,,,NONE,89.0,1
U5855, acct003 ,2026/01/01 15:26,Compute,DB-GP-2,173.64,hours,₹45.25,INR,US East 1,True,alice,test,R5338,T-170,User email john@example.com cannot login,,I-18,v1,on-demand,on-demand,Sales,Project-B,DEGRADED,39.0,1
U5856, acct003 ,2026/03/10 25:05,Compute,vm_std_4,482.35,seconds,₹313.19,EUR,us-east-1,False,bob,test,resource-8997,T-107,Customer phone 6340715800 reported outage,,,,reserved,spot,Engineering,Project-A,OUTAGE,47.0,90
U5857, acct003 ,2026-06-17T02:58:00+05:30,Database,DB-GP-2,33.43,minutes,$9.27,EUR,US East 1,False,alice,test,R2707,T-8,Customer reported latency issue,MEDIUM,I-41,v2,on-demand,on-demand,Finance,,OUTAGE,111.0,90
U5858,acct-001,2026/02/04 04:36,Networking,VM-STD-4,93.45,minutes,₹148.0,INR,eu-west-1,False,,dev,R3666,T-194,Customer reported latency issue,,,v3,reserved,spot,Finance,,NONE,,1
U5859, acct003 ,2026-07-26 19:43:00,AI,VM-STD-4,227.92,hours,$105.5,EUR,US East 1,True,david,test,R2053,T-88,Customer reported latency issue,LOW,,,reserved,spot,,Project-A,DEGRADED,,90
U5860,acct-001,2026/09/11 20:08,Database,VM-STD-4,93.87,hours,53.45,INR,us-east-1,False,david,prod,R6274,T-68,Customer phone 9755262732 reported outage,,I-71,v2,spot,reserved,Engineering,,NONE,,1
U5861, acct003 ,2026-04-15 21:37:00,Storage,DB-GP-2,405.33,minutes,146.14,USD,ap south 1,True,alice,prod,R3095,T-34,Customer phone 7441287619 reported outage,MEDIUM,I-63,v3,reserved,on-demand,,Project-A,NONE,,83
U5862,ACCT-002,2026/10/29 09:59,Database,DB-GP-2,307.94,seconds,₹68.37,USD,US East 1,True,bob,prod,resource-7221,T-143,Customer phone 7938944444 reported outage,MEDIUM,,,spot,reserved,Engineering,Project-A,NONE,,83
U5863,acct-001,2026/10/18 12:33,Database,DB-GP-2,69.06,seconds,₹79.74,INR,eu-west-1,False,charlie,test,R7243,T-165,User email john@example.com cannot login,MEDIUM,I-50,,spot,reserved,Research,Project-A,NONE,,1
U5864,acct-001,2026/03/10 25:05,AI,vm_std_4,2.71,minutes,$3.97,USD,eu-west-1,False,,prod,resource-2138,T-153,User email john@example.com cannot login,HIGH,,,spot,reserved,Research,Project-C,DEGRADED,108.0,83
U5865,acct001,2026-12-12T13:39:00+01:00,Storage,VM-STD-4,349.1,seconds,74.81,USD,US East 1,True,david,test,R1358,T-77,User email john@example.com cannot login,LOW,I-40,v3,spot,reserved,Engineering,,OUTAGE,9.0,83
U5866, acct003 ,2026-07-12 08:25:00,AI,db_gp_2,15.72,minutes,8.54,EUR,US East 1,False,charlie,test,R3734,T-92,User email john@example.com cannot login,HIGH,,v1,on-demand,on-demand,Sales,Project-C,NONE,29.0,90
U5867,acct001,2026-06-19 00:27:00,AI,db_gp_2,408.63,minutes,516.13,INR,eu-west-1,True,alice,,R2764,T-81,Customer phone 7869804825 reported outage,,,v1,reserved,reserved,Finance,Project-A,NONE,,1
U5868, acct003 ,2026/03/10 25:05,AI,VM-STD-4,306.56,minutes,$196.01,USD,US East 1,True,charlie,prod,R2034,T-136,Customer phone 8981826747 reported outage,,,v3,reserved,on-demand,Finance,Project-A,OUTAGE,50.0,83
U5869,acct-001,2026-07-21 11:39:00,Database,vm_std_4,409.93,seconds,$152.46,EUR,us-east-1,True,bob,prod,resource-1409,T-29,Customer reported latency issue,MEDIUM,I-34,,reserved,reserved,Finance,Project-B,DEGRADED,46.0,90
U5870,acct-001,2026-11-22T05:24:00+01:00,Storage,db_gp_2,291.06,hours,$391.29,EUR,us-east-1,True,,test,resource-4882,T-77,Customer phone 6027303938 reported outage,LOW,I-75,v1,spot,on-demand,,Project-B,DEGRADED,,90
U5871, acct003 ,2026/03/10 25:05,AI,vm_std_4,151.49,hours,$146.75,INR,eu-west-1,False,alice,dev,R8271,T-186,Customer phone 8731461891 reported outage,HIGH,,,reserved,spot,,Project-A,NONE,,1
U5872,ACCT-002,2026-03-06T07:03:00+09:00,Storage,vm_std_4,124.6,minutes,$74.04,EUR,us-east-1,True,bob,dev,resource-5112,T-90,Customer phone 6655966996 reported outage,MEDIUM,I-55,v3,reserved,reserved,,Project-B,OUTAGE,,90
U5873,acct001,2026/02/16 18:50,AI,vm_std_4,20.34,hours,5.42,EUR,us-east-1,True,charlie,prod,R3592,T-97,Customer phone 6544563261 reported outage,HIGH,,v3,spot,spot,,,DEGRADED,0.0,90
U5874,ACCT-002,2026/11/26 06:01,Storage,vm_std_4,349.18,seconds,₹512.36,EUR,US East 1,True,david,prod,resource-6188,T-105,Customer phone 9380423124 reported outage,MEDIUM,I-61,v3,spot,spot,,Project-C,NONE,,90
U5875,ACCT-002,2026/05/28 19:27,Storage,VM-STD-4,22.1,minutes,$10.83,USD,us-east-1,False,alice,dev,R4702,T-123,User email john@example.com cannot login,HIGH,I-96,,reserved,reserved,Sales,Project-C,NONE,,83
U5876,acct-001,2026/03/10 25:05,Compute,vm_std_4,447.48,hours,$837.06,INR,US East 1,False,david,prod,resource-1031,T-121,User email john@example.com cannot login,HIGH,,,reserved,on-demand,Finance,Project-A,NONE,118.0,1
U5877, acct003 ,2026-05-10T03:55:00+01:00,Networking,db_gp_2,162.58,hours,$68.23,INR,ap south 1,False,bob,dev,R3526,T-101,User email john@example.com cannot login,LOW,I-49,,spot,reserved,,Project-B,DEGRADED,11.0,1
U5878,acct001,2026/03/10 25:05,Storage,VM-STD-4,481.92,seconds,130.05,USD,us-east-1,False,bob,prod,R4950,T-156,Customer reported latency issue,,,v2,spot,spot,Sales,,NONE,19.0,83
U5879,acct-001,2026-07-05T01:30:00+00:00,Storage,VM-STD-4,379.19,seconds,$641.06,INR,US East 1,True,david,,R8935,T-190,Customer phone 9308584544 reported outage,HIGH,I-38,,spot,reserved,,,OUTAGE,84.0,1
U5880, acct003 ,2026-05-07 17:41:00,Storage,vm_std_4,30.0,hours,14.16,USD,us-east-1,True,alice,,resource-2600,T-147,User email john@example.com cannot login,MEDIUM,I-5,v3,spot,reserved,Engineering,,NONE,,83
U5881,acct001,2026-09-27 14:39:00,Database,vm_std_4,415.44,seconds,306.62,EUR,us-east-1,False,alice,,R4951,T-172,Customer reported latency issue,,,v2,on-demand,reserved,Sales,Project-B,NONE,17.0,90
U5882,acct-001,2026-01-10T18:02:00+09:00,Compute,vm_std_4,432.61,seconds,$371.25,EUR,us-east-1,False,alice,test,resource-9095,T-15,Customer reported latency issue,MEDIUM,I-75,v3,on-demand,spot,Engineering,Project-C,NONE,,90
U5883,acct001,2026/03/04 16:50,Networking,db_gp_2,274.57,minutes,479.17,INR,ap south 1,True,david,dev,R1192,T-198,User email john@example.com cannot login,LOW,I-44,,reserved,reserved,Sales,Project-C,DEGRADED,,1
U5884,acct001,2026-10-05 17:24:00,Compute,DB-GP-2,111.69,minutes,₹195.68,USD,US East 1,False,,dev,R9804,T-91,Customer reported latency issue,HIGH,,,on-demand,spot,Finance,Project-B,NONE,,83
U5885, acct003 ,2026/03/14 22:22,Compute,db_gp_2,37.62,seconds,20.79,INR,US East 1,False,,prod,resource-1884,T-162,Customer reported latency issue,HIGH,,v2,reserved,reserved,,,DEGRADED,119.0,1
U5886, acct003 ,2026/03/10 25:05,Networking,vm_std_4,248.17,seconds,₹347.36,INR,us-east-1,True,alice,prod,resource-5176,T-194,Customer phone 9219029537 reported outage,,,,spot,reserved,Sales,Project-A,OUTAGE,0.0,1
U5887,acct001,2026-08-22 15:00:00,Compute,DB-GP-2,486.92,seconds,₹407.09,EUR,us-east-1,True,,test,resource-7203,T-56,Customer phone 7811882664 reported outage,,I-58,v1,spot,on-demand,,Project-A,OUTAGE,107.0,90
U5888, acct003 ,2026/03/10 25:05,Storage,vm_std_4,341.61,hours,573.1,EUR,us-east-1,False,,dev,resource-9849,T-29,Customer phone 6913303494 reported outage,,I-82,v2,on-demand,spot,,Project-B,OUTAGE,110.0,90
U5889,ACCT-002,2026/03/10 25:05,Compute,DB-GP-2,169.36,minutes,118.99,USD,eu-west-1,False,david,test,R3216,T-78,Customer phone 6364011822 reported outage,MEDIUM,,v2,reserved,reserved,Finance,Project-B,OUTAGE,,83
U5890,acct-001,2026-05-05T17:29:00+09:00,Database,VM-STD-4,246.85,seconds,₹415.35,USD,us-east-1,True,alice,,R6892,T-39,Customer reported latency issue,MEDIUM,,v2,reserved,spot,Finance,Project-C,OUTAGE,,83
U5891,acct-001,2026/03/10 25:05,Storage,vm_std_4,46.48,seconds,₹47.46,EUR,eu-west-1,True,alice,dev,R3503,T-69,Customer reported latency issue,HIGH,,v1,spot,reserved,,Project-B,OUTAGE,,90
U5892,acct-001,2026/03/10 25:05,Database,VM-STD-4,395.1,minutes,548.56,INR,ap south 1,False,david,dev,resource-6519,T-33,Customer reported latency issue,,I-64,v1,on-demand,reserved,Sales,Project-A,DEGRADED,80.0,1
U5893,ACCT-002,2026-01-31 16:50:00,Networking,vm_std_4,286.57,hours,₹531.0,USD,eu-west-1,True,charlie,prod,resource-1632,T-58,Customer reported latency issue,LOW,I-59,,reserved,on-demand,,,DEGRADED,98.0,83
U5894,acct-001,2026-07-25T18:41:00+09:00,Networking,vm_std_4,116.48,hours,188.51,EUR,ap south 1,True,alice,,resource-1742,T-37,Customer reported latency issue,HIGH,,v1,spot,spot,Research,Project-C,OUTAGE,39.0,90
U5895,acct-001,2026/03/10 25:05,Storage,VM-STD-4,129.79,hours,₹104.36,EUR,us-east-1,True,david,dev,resource-3317,T-137,Customer reported latency issue,,I-8,v1,reserved,reserved,Research,,NONE,,90
U5896,ACCT-002,2026-05-24 16:24:00,Networking,DB-GP-2,479.51,seconds,₹555.69,USD,ap south 1,False,charlie,test,resource-3088,T-196,Customer phone 8029437540 reported outage,HIGH,,,spot,reserved,Finance,Project-B,OUTAGE,6.0,83
U5897,ACCT-002,2026/03/10 25:05,AI,db_gp_2,362.08,seconds,$331.77,INR,US East 1,False,alice,prod,resource-6047,T-43,User email john@example.com cannot login,LOW,I-37,,reserved,on-demand,Engineering,Project-B,NONE,,1
U5898,ACCT-002,2026-06-11T14:48:00-04:00,Storage,VM-STD-4,338.63,seconds,663.09,USD,us-east-1,True,,,resource-5928,T-54,User email john@example.com cannot login,MEDIUM,,,reserved,spot,Engineering,Project-A,DEGRADED,,83
U5899,ACCT-002,2026-10-19T17:17:00+09:00,Database,db_gp_2,495.51,hours,₹874.61,USD,US East 1,False,david,prod,resource-2323,T-78,User email john@example.com cannot login,HIGH,I-54,,on-demand,spot,Research,Project-B,OUTAGE,,83
U5900,ACCT-002,2026/03/10 25:05,Networking,db_gp_2,3246.78,minutes,$5980.51,USD,us-east-1,True,alice,dev,resource-6138,T-28,Customer reported latency issue,LOW,I-90,v3,reserved,on-demand,Research,Project-C,DEGRADED,18.0,83
U5901, acct003 ,2026/03/10 25:05,Compute,db_gp_2,1098.65,minutes,$1748.61,INR,US East 1,True,charlie,dev,resource-1578,T-61,User email john@example.com cannot login,HIGH,I-95,v2,spot,on-demand,,Project-B,OUTAGE,,1
U5902,ACCT-002,2026/02/12 20:31,Compute,vm_std_4,55.1,minutes,₹104.95,INR,ap south 1,False,alice,dev,resource-6400,T-19,Customer reported latency issue,MEDIUM,,v2,spot,reserved,Research,Project-A,DEGRADED,,1
U5903,acct-001,2026/03/10 25:05,Database,DB-GP-2,3693.64,seconds,₹5619.86,EUR,eu-west-1,True,charlie,test,resource-4147,T-156,Customer reported latency issue,LOW,,v1,spot,spot,Research,Project-C,DEGRADED,,90
U5904,ACCT-002,2026/03/10 25:05,AI,db_gp_2,108.1,minutes,$28.16,USD,ap south 1,False,charlie,test,R5036,T-36,Customer phone 8714372001 reported outage,HIGH,,v3,reserved,reserved,,Project-A,OUTAGE,,83
U5905,acct-001,2026-09-03 11:30:00,AI,DB-GP-2,192.55,hours,$150.85,EUR,us-east-1,True,,,R9699,T-77,Customer reported latency issue,,I-41,v1,spot,reserved,,Project-A,OUTAGE,9.0,90
U5906,acct-001,2026-07-05T11:44:00+05:30,Storage,db_gp_2,352.0,hours,479.24,INR,us-east-1,True,alice,prod,R2380,T-38,User email john@example.com cannot login,MEDIUM,,v3,spot,spot,Sales,Project-A,DEGRADED,83.0,1
U5907, acct003 ,2026/03/10 25:05,AI,VM-STD-4,426.3,hours,313.21,INR,eu-west-1,False,alice,,R9302,T-81,User email john@example.com cannot login,HIGH,I-13,v1,reserved,reserved,Research,Project-B,NONE,58.0,1
U5908,acct001,2026/03/10 25:05,Database,vm_std_4,238.48,seconds,₹139.1,USD,us-east-1,True,bob,dev,R3141,T-164,Customer reported latency issue,,,v1,on-demand,spot,Sales,Project-A,DEGRADED,,83
U5909,ACCT-002,2026-05-09T03:27:00+05:30,Storage,db_gp_2,201.03,hours,$377.46,INR,us-east-1,True,charlie,prod,resource-3542,T-125,Customer reported latency issue,LOW,I-86,v2,spot,reserved,,Project-B,OUTAGE,0.0,1
U5910,acct001,2026-07-30T03:12:00+00:00,AI,DB-GP-2,453.87,seconds,$274.05,USD,eu-west-1,True,david,dev,resource-5320,T-12,Customer reported latency issue,MEDIUM,I-62,,reserved,reserved,,,NONE,,83
U5911, acct003 ,2026/01/12 04:42,Database,VM-STD-4,367.4,minutes,660.12,USD,eu-west-1,False,charlie,prod,resource-4946,T-27,Customer phone 8206343931 reported outage,HIGH,,v3,reserved,spot,,Project-B,NONE,81.0,83
U5912,acct-001,2026-10-21T23:53:00+01:00,Database,db_gp_2,120.71,seconds,57.51,INR,eu-west-1,False,bob,,R5049,T-119,User email john@example.com cannot login,,,,on-demand,on-demand,Research,Project-B,DEGRADED,,1
U5913,acct001,2026/03/10 25:05,Compute,VM-STD-4,233.72,seconds,₹135.49,EUR,ap south 1,True,,test,R1717,T-180,Customer phone 7218825314 reported outage,MEDIUM,I-26,v3,on-demand,spot,,Project-C,DEGRADED,,90
U5914,acct001,2026-03-30T00:05:00+05:30,Compute,db_gp_2,212.35,seconds,128.16,USD,us-east-1,False,alice,test,R3706,T-103,User email john@example.com cannot login,HIGH,I-92,,reserved,spot,,,OUTAGE,62.0,83
U5915,acct001,2026/07/16 08:38,Networking,VM-STD-4,272.17,minutes,$466.34,INR,eu-west-1,False,david,,resource-4006,T-165,User email john@example.com cannot login,,,,on-demand,spot,Engineering,Project-A,OUTAGE,,1
U5916,ACCT-002,2026-04-16 09:45:00,Networking,DB-GP-2,9.01,minutes,4.54,INR,US East 1,True,bob,,resource-3243,T-119,Customer phone 9959566965 reported outage,HIGH,,v1,reserved,reserved,Research,,DEGRADED,,1
U5917,acct-001,2026-08-10T19:38:00-04:00,Networking,VM-STD-4,288.11,seconds,$400.43,INR,us-east-1,False,alice,prod,R2658,T-176,Customer reported latency issue,MEDIUM,I-37,v3,spot,reserved,Engineering,,NONE,93.0,1
U5918,acct-001,2026/09/17 21:13,Compute,vm_std_4,400.56,minutes,₹488.19,EUR,US East 1,True,bob,test,R9097,T-147,Customer reported latency issue,,I-100,v2,reserved,spot,Finance,Project-A,DEGRADED,,90
U5919,acct001,2026/10/21 18:39,Storage,DB-GP-2,133.64,seconds,245.16,EUR,us-east-1,True,david,dev,resource-8494,T-67,Customer phone 6946985391 reported outage,LOW,,,reserved,reserved,Sales,Project-B,NONE,,90
U5920, acct003 ,2026-11-18 00:46:00,Compute,DB-GP-2,221.93,minutes,$209.26,EUR,ap south 1,False,david,dev,R4214,T-78,Customer phone 8692991159 reported outage,,I-41,v2,reserved,reserved,Finance,Project-C,OUTAGE,112.0,90
U5921,acct001,2026/06/26 12:03,Storage,vm_std_4,103.72,hours,$72.17,USD,eu-west-1,True,charlie,prod,resource-2327,T-181,User email john@example.com cannot login,,I-79,v1,on-demand,spot,Finance,,OUTAGE,,83
U5922,acct-001,2026/08/03 09:12,Storage,DB-GP-2,374.43,hours,₹563.47,USD,ap south 1,False,alice,,R2291,T-104,Customer phone 6115828548 reported outage,LOW,,,reserved,reserved,,Project-A,NONE,,83
U5923, acct003 ,2026-07-06 04:03:00,Compute,db_gp_2,460.09,minutes,699.98,EUR,ap south 1,False,,dev,R2496,T-154,Customer phone 8165198759 reported outage,HIGH,,v2,reserved,spot,Finance,Project-C,OUTAGE,,90
U5924,acct001,2026/03/15 04:28,Storage,DB-GP-2,181.3,minutes,₹211.44,EUR,us-east-1,True,david,,resource-6846,T-110,Customer reported latency issue,HIGH,I-79,v3,on-demand,reserved,Finance,Project-A,DEGRADED,16.0,90
U5925,acct-001,2026/03/10 25:05,Storage,VM-STD-4,70.42,seconds,$138.2,INR,eu-west-1,False,charlie,test,R4800,T-198,Customer reported latency issue,HIGH,,v1,reserved,spot,Finance,Project-C,DEGRADED,74.0,1
U5926,acct-001,2026/10/26 09:30,Storage,vm_std_4,388.14,hours,$219.44,EUR,ap south 1,False,david,prod,R8780,T-6,Customer phone 8872826776 reported outage,,I-87,,spot,reserved,Research,Project-B,DEGRADED,72.0,90
U5927,acct001,2026/01/14 03:14,Compute,VM-STD-4,174.97,minutes,63.82,INR,ap south 1,True,alice,prod,R9681,T-53,Customer phone 6979081905 reported outage,MEDIUM,I-73,v3,on-demand,spot,Engineering,Project-C,NONE,27.0,1
U5928,acct-001,2026/06/19 12:27,Storage,vm_std_4,293.67,seconds,$274.31,INR,ap south 1,False,bob,,resource-4607,T-130,User email john@example.com cannot login,MEDIUM,,v3,spot,reserved,Research,,DEGRADED,73.0,1
U5929, acct003 ,2026-03-01T14:40:00+09:00,AI,db_gp_2,438.92,minutes,₹193.79,EUR,ap south 1,True,bob,,R1251,T-123,User email john@example.com cannot login,HIGH,,v2,spot,spot,Research,Project-B,DEGRADED,,90
