Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Currency,Region,Free_Tier_Flag,Tag_Owner,Tag_Env,Resource_ID,Ticket_ID,Ticket_Text,Severity,Incident_ID,Price_Version_x,Pricing_Type,Purchase_Type,Department,Project,SLA_Event,Log_Skew_Seconds,FX_Rate,Usage_seconds,Duplicate_Flag,Spike_Flag,Resource_ID_Valid,Resource_Type,Incident_Linked,Price_Version_y,Effective_Date,Unit_Price,Cost_INR,Idle_Resource,Cost_Allocation_Valid
U4641,ACCT-001,2026-11-11 22:50:17,Storage,DB-GP-2,472.62,seconds,0.0,EUR,us-east-1,True,bob,dev,R-3359,T-131,Customer phone [MASKED_PHONE] reported outage,MEDIUM,I-8,v2,reserved,spot,Finance,Project-B,OUTAGE,43.0,90,472.62,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,True,True
U4703,ACCT-001,2026-06-15 21:32:56,AI,VM-STD-4,348.33,seconds,0.0,INR,ap-south-1,True,unknown,test,R-1586,T-55,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v2,on-demand,on-demand,unknown,Project-B,DEGRADED,64.0,1,348.33,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,True,False
U4704,ACCT-001,2026-12-10 09:25:00,Database,VM-STD-4,260.88,seconds,0.0,INR,ap-south-1,True,alice,prod,R-2155,T-7,Customer phone [MASKED_PHONE] reported outage,HIGH,NONE,,reserved,reserved,Finance,Project-B,NONE,0.0,1,260.88,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,True,True
U2541,ACCT-003,2026-04-18 04:16:00,Networking,VM-STD-4,493.59,seconds,878.99,USD,us-east-1,False,bob,test,R-8790,T-101,User email [MASKED_EMAIL] cannot login,LOW,NONE,,reserved,reserved,Engineering,Project-A,DEGRADED,0.0,83,493.59,False,False,True,VM,False,v2,2025-01-01,0.15,72956.17,True,True
U4705,ACCT-001,2026-10-28 15:04:00,Compute,DB-GP-2,193.56,seconds,0.0,USD,us-east-1,True,alice,dev,R-5619,T-176,User email [MASKED_EMAIL] cannot login,LOW,I-27,v2,reserved,spot,Research,Project-B,OUTAGE,60.0,83,193.56,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,True,True
U4706,ACCT-002,2026-09-07 22:06:13,AI,DB-GP-2,95.66,minutes,177.72,EUR,us-east-1,False,bob,test,R-8748,T-192,Customer phone [MASKED_PHONE] reported outage,MEDIUM,I-73,v3,spot,on-demand,unknown,unknown,DEGRADED,47.0,90,5739.599999999999,False,False,True,DB,True,v2,2025-01-01,0.25,15994.8,False,False
U2539,ACCT-003,2026-10-20 07:01:01,AI,DB-GP-2,67.85,hours,55.09,USD,ap-south-1,False,david,prod,R-9788,T-83,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v2,reserved,on-demand,Finance,Project-A,DEGRADED,119.0,83,244259.99999999997,False,False,True,DB,False,v2,2025-01-01,0.25,4572.47,False,True
U4710,ACCT-001,2026-02-08 00:11:00,Storage,DB-GP-2,107.59,seconds,204.89,INR,us-east-1,False,alice,prod,R-8290,T-142,Customer phone [MASKED_PHONE] reported outage,MEDIUM,NONE,v1,spot,on-demand,Finance,Project-C,NONE,0.0,1,107.59,False,False,True,DB,False,v2,2025-01-01,0.25,204.89,True,True
U4713,ACCT-001,2026-09-12 16:14:00,Storage,VM-STD-4,308.94,minutes,0.0,USD,eu-west-1,True,unknown,unknown,R-5791,T-165,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v2,on-demand,on-demand,Finance,Project-C,OUTAGE,0.0,83,18536.4,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,True
U2542,ACCT-001,2026-04-01 06:34:00,Compute,VM-STD-4,490.54,minutes,701.04,USD,us-east-1,False,charlie,test,R-7240,T-41,User email [MASKED_EMAIL] cannot login,LOW,I-42,v2,spot,spot,Research,Project-B,OUTAGE,0.0,83,29432.4,False,False,True,VM,True,v2,2025-01-01,0.15,58186.32,False,True
U2538,ACCT-001,2026-10-16 20:23:00,Networking,VM-STD-4,85.22,hours,0.0,EUR,us-east-1,True,unknown,dev,R-3947,T-114,Customer reported latency issue,HIGH,NONE,v1,reserved,spot,unknown,unknown,DEGRADED,0.0,90,306792.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,False
U4718,ACCT-002,2026-08-28 03:10:29,Database,VM-STD-4,376.9,hours,742.33,EUR,us-east-1,False,alice,test,R-7639,T-167,User email [MASKED_EMAIL] cannot login,LOW,I-78,v1,on-demand,on-demand,Engineering,Project-B,NONE,31.0,90,1356840.0,False,False,True,VM,True,v2,2025-01-01,0.15,66809.7,False,True
U2534,ACCT-001,2026-01-13 11:20:00,Compute,VM-STD-4,434.68,seconds,106.8,USD,ap-south-1,False,unknown,dev,R-3376,T-25,Customer phone [MASKED_PHONE] reported outage,LOW,I-74,,reserved,on-demand,Finance,Project-C,OUTAGE,0.0,83,434.68,False,False,True,VM,True,v2,2025-01-01,0.15,8864.4,True,True
U4721,ACCT-002,2026-07-09 00:49:00,Database,DB-GP-2,143.25,minutes,0.0,USD,us-east-1,True,unknown,dev,R-4442,T-150,Customer reported latency issue,LOW,I-80,v2,spot,spot,unknown,Project-C,OUTAGE,0.0,83,8595.0,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,False,False
U4723,ACCT-001,2026-01-02 08:54:00,Compute,VM-STD-4,8983.5,seconds,10981.55,INR,us-east-1,False,david,dev,R-4994,T-4,User email [MASKED_EMAIL] cannot login,LOW,I-59,,spot,spot,Engineering,Project-B,OUTAGE,0.0,1,8983.5,False,False,True,VM,True,v2,2025-01-01,0.15,10981.55,False,True
U2533,ACCT-002,2026-08-06 10:56:08,Database,VM-STD-4,22.25,hours,31.02,USD,us-east-1,False,david,dev,R-5183,T-27,User email [MASKED_EMAIL] cannot login,LOW,NONE,v1,spot,on-demand,Finance,Project-C,DEGRADED,112.0,83,80100.0,False,False,True,VM,False,v2,2025-01-01,0.15,2574.66,False,True
U4726,ACCT-001,2026-03-08 02:22:00,Storage,VM-STD-4,365.97,seconds,0.0,EUR,us-east-1,True,charlie,dev,R-2693,T-69,Customer phone [MASKED_PHONE] reported outage,HIGH,NONE,,spot,spot,Research,Project-B,NONE,0.0,90,365.97,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,True,True
U4730,ACCT-002,2026-10-30 21:38:00,AI,VM-STD-4,55.43,hours,0.0,EUR,us-east-1,True,alice,prod,R-7247,T-161,Customer reported latency issue,HIGH,NONE,v3,spot,on-demand,Research,Project-B,OUTAGE,0.0,90,199548.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,True
U2528,ACCT-001,2026-05-26 18:51:00,Networking,DB-GP-2,385.92,seconds,645.6,INR,us-east-1,False,david,test,R-9074,T-173,Customer phone [MASKED_PHONE] reported outage,HIGH,NONE,,on-demand,reserved,Engineering,Project-A,OUTAGE,0.0,1,385.92,False,False,True,DB,False,v2,2025-01-01,0.25,645.6,True,True
U4716,ACCT-002,2026-05-16 06:32:57,Storage,DB-GP-2,380.4,minutes,397.34,USD,us-east-1,False,charlie,unknown,R-5177,T-53,Customer reported latency issue,MEDIUM,I-33,v1,spot,reserved,Finance,Project-B,NONE,63.0,83,22824.0,False,False,True,DB,True,v2,2025-01-01,0.25,32979.22,False,True
U4702,ACCT-001,2026-02-27 17:18:21,Database,VM-STD-4,466.25,hours,0.0,INR,us-east-1,True,alice,test,R-2150,T-132,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v2,reserved,spot,Research,Project-B,NONE,39.0,1,1678500.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,True
U4701,ACCT-001,2026-03-18 05:39:00,AI,VM-STD-4,65.66,hours,0.0,INR,ap-south-1,True,alice,dev,R-6015,T-130,Customer reported latency issue,LOW,I-48,v3,on-demand,reserved,Sales,Project-B,NONE,0.0,1,236376.0,False,False,True,VM,True,v2,2025-01-01,0.15,0.0,False,True
U2544,ACCT-003,2026-05-24 05:57:36,Database,VM-STD-4,179.08,minutes,169.79,USD,ap-south-1,False,david,dev,R-4979,T-134,Customer reported latency issue,HIGH,NONE,v1,on-demand,spot,Finance,Project-C,NONE,84.0,83,10744.800000000001,False,False,True,VM,False,v2,2025-01-01,0.15,14092.57,False,True
U4649,ACCT-001,2026-04-23 11:59:00,AI,DB-GP-2,319.34,minutes,0.0,INR,us-east-1,True,unknown,prod,R-4362,T-107,Customer phone [MASKED_PHONE] reported outage,HIGH,NONE,v2,on-demand,on-demand,Sales,unknown,DEGRADED,0.0,1,19160.399999999998,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,True
U2585,ACCT-001,2026-01-13 08:47:15,Database,DB-GP-2,70.11,seconds,28.51,USD,us-east-1,False,charlie,dev,R-5102,T-12,Customer reported latency issue,MEDIUM,I-84,v1,reserved,spot,Finance,Project-A,NONE,45.0,83,70.11,False,False,True,DB,True,v2,2025-01-01,0.25,2366.33,True,True
U4653,ACCT-001,2026-10-20 17:03:08,AI,VM-STD-4,305.82,minutes,0.0,USD,eu-west-1,True,unknown,test,R-3873,T-159,Customer reported latency issue,LOW,I-89,v2,reserved,spot,Sales,unknown,DEGRADED,112.0,83,18349.2,False,False,True,VM,True,v2,2025-01-01,0.15,0.0,False,True
U4659,ACCT-001,2026-11-30 13:28:46,Networking,DB-GP-2,389.34,hours,695.9,USD,eu-west-1,False,david,test,R-7984,T-106,User email [MASKED_EMAIL] cannot login,LOW,NONE,v1,reserved,reserved,Research,Project-B,NONE,74.0,83,1401624.0,False,False,True,DB,False,v2,2025-01-01,0.25,57759.7,False,True
U2584,ACCT-003,2026-11-22 05:01:00,Compute,DB-GP-2,66.01,minutes,0.0,INR,eu-west-1,True,unknown,test,R-9743,T-175,Customer phone [MASKED_PHONE] reported outage,MEDIUM,NONE,v1,reserved,spot,Finance,unknown,OUTAGE,0.0,1,3960.6000000000004,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,True
U4663,ACCT-002,2026-07-19 04:34:35,Storage,DB-GP-2,128.4,hours,0.0,EUR,us-east-1,True,alice,prod,R-7474,T-102,Customer reported latency issue,MEDIUM,NONE,v1,reserved,spot,Research,Project-C,DEGRADED,25.0,90,462240.0,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,True
U4664,ACCT-002,2026-08-23 19:05:00,Compute,DB-GP-2,346.35,seconds,546.08,INR,us-east-1,False,alice,dev,R-3562,T-194,User email [MASKED_EMAIL] cannot login,HIGH,NONE,,reserved,spot,Sales,Project-B,NONE,60.0,1,346.35,False,False,True,DB,False,v2,2025-01-01,0.25,546.08,True,True
U2575,ACCT-003,2026-03-17 14:56:11,Storage,VM-STD-4,218.71,minutes,302.39,EUR,us-east-1,False,david,unknown,R-4757,T-136,Customer reported latency issue,MEDIUM,I-75,v1,reserved,on-demand,Finance,Project-B,OUTAGE,49.0,90,13122.6,False,False,True,VM,True,v2,2025-01-01,0.15,27215.1,False,True
U4665,ACCT-003,2026-11-24 02:49:00,Compute,VM-STD-4,67.64,hours,76.12,INR,us-east-1,False,unknown,test,R-6431,T-71,User email [MASKED_EMAIL] cannot login,MEDIUM,I-48,v2,reserved,spot,Research,unknown,DEGRADED,0.0,1,243504.0,False,False,True,VM,True,v2,2025-01-01,0.15,76.12,False,True
U4668,ACCT-001,2026-06-12 12:01:49,Storage,VM-STD-4,430.74,seconds,0.0,EUR,us-east-1,True,alice,unknown,R-8607,T-59,Customer phone [MASKED_PHONE] reported outage,LOW,I-89,v3,spot,reserved,Finance,Project-B,NONE,11.0,90,430.74,False,False,True,VM,True,v2,2025-01-01,0.15,0.0,True,True
U2569,ACCT-001,2026-07-29 07:41:38,AI,VM-STD-4,258.6,hours,483.53,INR,ap-south-1,False,charlie,test,R-8318,T-154,User email [MASKED_EMAIL] cannot login,LOW,NONE,,spot,on-demand,Research,Project-C,OUTAGE,82.0,1,930960.0000000001,False,False,True,VM,False,v2,2025-01-01,0.15,483.53,False,True
U4686,ACCT-001,2026-01-24 11:39:00,AI,DB-GP-2,491.05,minutes,0.0,USD,us-east-1,True,alice,test,R-4538,T-8,Customer reported latency issue,LOW,I-33,v2,spot,reserved,Research,Project-A,NONE,60.0,83,29463.0,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,False,True
U4687,ACCT-002,2026-11-25 22:09:19,Database,VM-STD-4,192.15,minutes,0.0,INR,eu-west-1,True,david,prod,R-4959,T-158,User email [MASKED_EMAIL] cannot login,HIGH,NONE,v1,on-demand,on-demand,unknown,Project-A,OUTAGE,41.0,1,11529.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,False
U2566,ACCT-003,2026-07-21 07:50:36,Storage,DB-GP-2,117.4,minutes,0.0,EUR,eu-west-1,True,unknown,dev,R-6125,T-87,Customer phone [MASKED_PHONE] reported outage,MEDIUM,NONE,v1,on-demand,on-demand,Finance,Project-C,DEGRADED,84.0,90,7044.0,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,True
U4689,ACCT-003,2026-10-30 11:03:00,Compute,DB-GP-2,303.31,hours,247.31,INR,us-east-1,False,bob,dev,R-4180,T-73,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,,reserved,on-demand,Engineering,Project-B,OUTAGE,0.0,1,1091916.0,False,False,True,DB,False,v2,2025-01-01,0.25,247.31,False,True
U4692,ACCT-001,2026-10-07 21:04:25,AI,DB-GP-2,359.95,hours,0.0,USD,ap-south-1,True,david,dev,R-9179,T-61,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v2,on-demand,on-demand,Sales,unknown,NONE,95.0,83,1295820.0,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,True
U2555,ACCT-003,2026-07-19 23:47:19,Database,VM-STD-4,63.58,hours,0.0,EUR,us-east-1,True,bob,prod,R-2168,T-134,Customer phone [MASKED_PHONE] reported outage,HIGH,NONE,v3,on-demand,spot,Finance,Project-A,DEGRADED,101.0,90,228888.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,True
U4697,ACCT-002,2026-05-08 22:10:27,Storage,VM-STD-4,304.79,minutes,115.89,EUR,ap-south-1,False,unknown,unknown,R-5291,T-125,User email [MASKED_EMAIL] cannot login,LOW,NONE,,on-demand,spot,unknown,unknown,OUTAGE,33.0,90,18287.4,False,False,True,VM,False,v2,2025-01-01,0.15,10430.1,False,False
U4700,ACCT-003,2026-06-08 09:35:17,AI,DB-GP-2,129.08,minutes,0.0,EUR,ap-south-1,True,david,unknown,R-4834,T-62,User email [MASKED_EMAIL] cannot login,HIGH,I-14,v1,spot,on-demand,Finance,unknown,NONE,103.0,90,7744.800000000001,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,False,True
U2587,ACCT-002,2026-09-18 10:52:41,Networking,VM-STD-4,54.43,hours,41.08,USD,us-east-1,False,david,prod,R-5484,T-123,Customer reported latency issue,MEDIUM,NONE,v3,reserved,spot,Engineering,Project-C,OUTAGE,79.0,83,195948.0,False,False,True,VM,False,v2,2025-01-01,0.15,3409.64,False,True
U4731,ACCT-002,2026-08-04 10:33:00,AI,VM-STD-4,471.08,hours,0.0,EUR,us-east-1,True,charlie,test,R-5204,T-182,User email [MASKED_EMAIL] cannot login,MEDIUM,NONE,v1,reserved,reserved,Finance,unknown,DEGRADED,0.0,90,1695888.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,True
U2657,ACCT-002,2026-05-08 09:28:02,Storage,VM-STD-4,298.94,seconds,0.0,EUR,ap-south-1,True,unknown,prod,R-3242,T-145,Customer reported latency issue,HIGH,NONE,v3,reserved,reserved,Sales,Project-B,OUTAGE,118.0,90,298.94,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,True,True
U4545,ACCT-001,2026-10-31 05:16:02,Compute,DB-GP-2,390.46,hours,293.39,EUR,eu-west-1,False,charlie,test,R-5489,T-143,User email [MASKED_EMAIL] cannot login,LOW,I-84,v1,reserved,spot,Research,Project-C,DEGRADED,58.0,90,1405656.0,False,False,True,DB,True,v2,2025-01-01,0.25,26405.1,False,True
U4372,ACCT-002,2026-11-19 03:33:00,Storage,VM-STD-4,270.7,seconds,0.0,INR,ap-south-1,True,charlie,dev,R-1440,T-9,Customer phone [MASKED_PHONE] reported outage,LOW,I-56,v2,spot,reserved,unknown,Project-B,DEGRADED,0.0,1,270.7,False,False,True,VM,True,v2,2025-01-01,0.15,0.0,True,False
U4373,ACCT-002,2026-08-13 03:39:47,Database,VM-STD-4,92.04,seconds,66.17,INR,us-east-1,False,david,test,R-5593,T-31,Customer reported latency issue,LOW,NONE,v3,on-demand,spot,Sales,Project-A,OUTAGE,13.0,1,92.04,False,False,True,VM,False,v2,2025-01-01,0.15,66.17,True,True
U2760,ACCT-001,2026-06-13 23:22:00,Networking,DB-GP-2,292.02,hours,0.0,EUR,eu-west-1,True,unknown,dev,R-2863,T-41,Customer phone [MASKED_PHONE] reported outage,MEDIUM,NONE,v3,on-demand,on-demand,Sales,Project-B,NONE,0.0,90,1051272.0,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,True
U4375,ACCT-001,2026-05-22 07:34:32,Compute,DB-GP-2,36.22,hours,71.34,INR,ap-south-1,False,alice,dev,R-5078,T-90,Customer phone [MASKED_PHONE] reported outage,MEDIUM,NONE,v3,on-demand,reserved,Finance,Project-C,DEGRADED,28.0,1,130392.0,False,False,True,DB,False,v2,2025-01-01,0.25,71.34,False,True
U4378,ACCT-001,2026-06-11 18:49:48,Database,DB-GP-2,220.78,seconds,136.13,EUR,eu-west-1,False,unknown,dev,R-5000,T-21,Customer reported latency issue,MEDIUM,NONE,v3,reserved,spot,Finance,Project-C,OUTAGE,72.0,90,220.78,False,False,True,DB,False,v2,2025-01-01,0.25,12251.7,True,True
U2759,ACCT-001,2026-01-31 11:05:00,AI,DB-GP-2,111.84,seconds,63.48,INR,us-east-1,False,bob,test,R-1990,T-4,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v2,spot,reserved,Finance,Project-B,OUTAGE,0.0,1,111.84,False,False,True,DB,False,v2,2025-01-01,0.25,63.48,True,True
U4380,ACCT-002,2026-01-01 17:05:00,Networking,DB-GP-2,403.86,minutes,0.0,USD,us-east-1,True,charlie,dev,R-9704,T-152,User email [MASKED_EMAIL] cannot login,LOW,I-70,v3,reserved,spot,Research,Project-B,NONE,0.0,83,24231.600000000002,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,False,True
U4381,ACCT-001,2026-05-30 07:02:05,Compute,VM-STD-4,381.59,seconds,134.64,USD,ap-south-1,False,charlie,test,R-3388,T-5,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v3,on-demand,on-demand,Sales,Project-C,OUTAGE,115.0,83,381.59,False,False,True,VM,False,v2,2025-01-01,0.15,11175.12,True,True
U2761,ACCT-003,2026-02-10 08:36:00,Storage,VM-STD-4,188.5,hours,0.0,EUR,eu-west-1,True,unknown,dev,R-4676,T-28,Customer reported latency issue,LOW,NONE,v3,reserved,spot,Research,Project-A,DEGRADED,0.0,90,678600.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,True
U2756,ACCT-003,2026-07-15 10:52:00,Networking,DB-GP-2,321.31,hours,0.0,INR,eu-west-1,True,charlie,unknown,R-8845,T-180,Customer phone [MASKED_PHONE] reported outage,MEDIUM,I-91,v2,spot,spot,Sales,unknown,NONE,0.0,1,1156716.0,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,False,True
U4387,ACCT-001,2026-10-10 06:51:00,Storage,VM-STD-4,313.51,hours,0.0,EUR,us-east-1,True,david,dev,R-2234,T-116,Customer reported latency issue,LOW,NONE,,spot,spot,unknown,Project-B,DEGRADED,60.0,90,1128636.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,False
U2753,ACCT-002,2026-05-23 07:51:00,Storage,VM-STD-4,427.35,seconds,0.0,INR,us-east-1,True,david,unknown,R-4522,T-195,Customer reported latency issue,HIGH,I-84,v1,reserved,on-demand,Engineering,Project-A,OUTAGE,0.0,1,427.35,False,False,True,VM,True,v2,2025-01-01,0.15,0.0,True,True
U4390,ACCT-001,2026-04-01 05:33:39,Storage,DB-GP-2,477.38,minutes,563.68,USD,ap-south-1,False,alice,prod,R-8629,T-71,Customer reported latency issue,HIGH,I-78,,on-demand,spot,Finance,unknown,NONE,21.0,83,28642.8,False,False,True,DB,True,v2,2025-01-01,0.25,46785.44,False,True
U4393,ACCT-001,2026-07-21 09:00:00,Compute,DB-GP-2,440.87,minutes,652.14,INR,us-east-1,False,david,dev,R-4431,T-96,Customer phone [MASKED_PHONE] reported outage,HIGH,I-17,v2,reserved,on-demand,Research,unknown,OUTAGE,0.0,1,26452.2,False,False,True,DB,True,v2,2025-01-01,0.25,652.14,False,True
U2741,ACCT-001,2026-02-21 18:16:38,Database,DB-GP-2,300.56,seconds,0.0,EUR,us-east-1,True,unknown,unknown,R-8682,T-98,Customer phone [MASKED_PHONE] reported outage,LOW,I-73,v3,reserved,on-demand,Engineering,Project-B,NONE,22.0,90,300.56,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,True,True
U4394,ACCT-001,2026-03-18 01:07:00,Networking,DB-GP-2,32.39,seconds,0.0,INR,eu-west-1,True,unknown,test,R-2809,T-71,Customer reported latency issue,LOW,NONE,v3,on-demand,on-demand,unknown,Project-B,DEGRADED,0.0,1,32.39,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,True,False
U4398,ACCT-003,2026-09-15 21:27:21,Storage,DB-GP-2,379.18,hours,0.0,USD,us-east-1,True,david,dev,R-4117,T-146,Customer reported latency issue,MEDIUM,NONE,,spot,on-demand,Engineering,Project-C,NONE,39.0,83,1365048.0,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,True
U2736,ACCT-003,2026-11-11 05:10:00,Networking,VM-STD-4,35.47,minutes,0.0,EUR,eu-west-1,True,alice,unknown,R-8395,T-160,Customer reported latency issue,HIGH,I-40,v1,spot,reserved,Sales,Project-A,NONE,0.0,90,2128.2,False,False,True,VM,True,v2,2025-01-01,0.15,0.0,False,True
U4382,ACCT-001,2026-05-24 04:20:30,Networking,VM-STD-4,17.56,hours,0.0,USD,us-east-1,True,charlie,unknown,R-4440,T-111,Customer reported latency issue,MEDIUM,I-76,v3,on-demand,reserved,unknown,Project-A,DEGRADED,90.0,83,63215.99999999999,False,False,True,VM,True,v2,2025-01-01,0.15,0.0,False,False
U4363,ACCT-003,2026-06-18 21:51:42,Storage,DB-GP-2,326.68,minutes,614.55,USD,us-east-1,False,unknown,test,R-3705,T-156,Customer phone [MASKED_PHONE] reported outage,HIGH,NONE,v2,spot,reserved,Research,Project-B,NONE,78.0,83,19600.8,False,False,True,DB,False,v2,2025-01-01,0.25,51007.65,False,True
U4361,ACCT-002,2026-08-14 02:51:26,Storage,DB-GP-2,296.85,minutes,337.31,INR,us-east-1,False,charlie,unknown,R-7773,T-125,Customer reported latency issue,HIGH,NONE,v1,on-demand,reserved,Engineering,Project-B,DEGRADED,94.0,1,17811.0,False,False,True,DB,False,v2,2025-01-01,0.25,337.31,False,True
U2762,ACCT-002,2026-09-02 15:53:28,Storage,DB-GP-2,452.98,minutes,392.69,EUR,us-east-1,False,alice,dev,R-5372,T-152,Customer reported latency issue,HIGH,NONE,v3,reserved,on-demand,Finance,Project-C,DEGRADED,92.0,90,27178.800000000003,False,False,True,DB,False,v2,2025-01-01,0.25,35342.1,False,True
U4310,ACCT-001,2026-09-21 18:15:00,Storage,DB-GP-2,125.34,hours,144.59,EUR,us-east-1,False,unknown,unknown,R-1272,T-142,User email [MASKED_EMAIL] cannot login,MEDIUM,I-8,,spot,on-demand,Sales,Project-A,OUTAGE,0.0,90,451224.0,False,False,True,DB,True,v2,2025-01-01,0.25,13013.1,False,True
U2785,ACCT-003,2026-11-25 00:10:00,AI,DB-GP-2,395.52,minutes,0.0,USD,us-east-1,True,bob,dev,R-2943,T-17,Customer reported latency issue,MEDIUM,NONE,v3,on-demand,on-demand,Engineering,Project-B,DEGRADED,0.0,83,23731.199999999997,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,True
U4316,ACCT-001,2026-05-11 18:12:51,Networking,DB-GP-2,291.75,seconds,0.0,INR,us-east-1,True,david,test,R-1762,T-190,User email [MASKED_EMAIL] cannot login,MEDIUM,I-34,v2,on-demand,reserved,unknown,Project-B,NONE,9.0,1,291.75,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,True,False
U4317,ACCT-002,2026-07-16 18:16:36,AI,DB-GP-2,269.94,minutes,0.0,USD,us-east-1,True,charlie,dev,R-6969,T-84,User email [MASKED_EMAIL] cannot login,MEDIUM,NONE,,on-demand,on-demand,unknown,Project-C,DEGRADED,24.0,83,16196.4,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,False,False
U2782,ACCT-003,2026-11-18 11:44:54,AI,VM-STD-4,450.18,hours,0.0,EUR,ap-south-1,True,david,prod,R-2246,T-33,User email [MASKED_EMAIL] cannot login,LOW,NONE,v3,reserved,reserved,Finance,unknown,OUTAGE,66.0,90,1620648.0,False,False,True,VM,False,v2,2025-01-01,0.15,0.0,False,True
U4318,ACCT-002,2026-09-05 15:55:05,AI,VM-STD-4,280.08,seconds,82.56,INR,us-east-1,False,david,prod,R-6575,T-106,Customer reported latency issue,LOW,I-44,v1,on-demand,spot,unknown,Project-B,NONE,55.0,1,280.08,False,False,True,VM,True,v2,2025-01-01,0.15,82.56,True,False
U4327,ACCT-001,2026-05-12 08:59:52,Storage,VM-STD-4,119.0,hours,226.9,EUR,ap-south-1,False,charlie,prod,R-3956,T-192,Customer phone [MASKED_PHONE] reported outage,LOW,NONE,v1,reserved,spot,Sales,Project-B,NONE,68.0,90,428400.0,False,False,True,VM,False,v2,2025-01-01,0.15,20421.0,False,True
U2781,ACCT-001,2026-03-25 00:59:27,Networking,VM-STD-4,208.27,seconds,260.72,EUR,us-east-1,False,david,prod,R-1299,T-165,User email [MASKED_EMAIL] cannot login,LOW,I-25,,reserved,on-demand,Engineering,Project-B,OUTAGE,33.0,90,208.27,False,False,True,VM,True,v2,2025-01-01,0.15,23464.8,True,True
U4329,ACCT-001,2026-03-18 22:09:06,Database,VM-STD-4,29.2,seconds,0.0,USD,us-east-1,True,unknown,prod,R-8679,T-9,Customer reported latency issue,MEDIUM,I-20,,on-demand,on-demand,unknown,Project-A,OUTAGE,54.0,83,29.2,False,False,True,VM,True,v2,2025-01-01,0.15,0.0,True,False
U4334,ACCT-001,2026-10-07 20:55:00,Networking,DB-GP-2,34.45,seconds,0.0,USD,ap-south-1,True,unknown,dev,R-6535,T-158,Customer reported latency issue,HIGH,NONE,v3,spot,reserved,Sales,unknown,OUTAGE,0.0,83,34.45,False,False,True,DB,False,v2,2025-01-01,0.25,0.0,True,True
U2777,ACCT-001,2026-06-09 07:19:18,Networking,DB-GP-2,88.8,seconds,172.93,USD,us-east-1,False,charlie,prod,R-7567,T-194,User email [MASKED_EMAIL] cannot login,LOW,I-85,v1,reserved,on-demand,Sales,Project-C,OUTAGE,42.0,83,88.8,False,False,True,DB,True,v2,2025-01-01,0.25,14353.19,True,True
U4336,ACCT-001,2026-06-12 13:10:00,Networking,DB-GP-2,41.67,minutes,55.85,INR,ap-south-1,False,unknown,dev,R-6859,T-99,Customer reported latency issue,HIGH,I-16,,reserved,on-demand,Research,Project-A,NONE,0.0,1,2500.2000000000003,False,False,True,DB,True,v2,2025-01-01,0.25,55.85,False,True
U4341,ACCT-002,2026-10-07 05:16:00,Networking,DB-GP-2,466.92,hours,0.0,USD,us-east-1,True,unknown,dev,R-9234,T-44,Customer reported latency issue,LOW,I-77,v1,on-demand,on-demand,Finance,Project-C,DEGRADED,0.0,83,1680912.0,False,False,True,DB,True,v2,2025-01-01,0.25,0.0,False,True
