Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Region,Ticket_ID
U6455,ACCT-002,2026/06/13 07:48,Networking,VM-std_4,13975,min,₹ 913.02,us-east 1,t-33
U6456,ACCT-002,2026-01-12 21:27+00:00,Compute,vm_std_4,14733,hr,₹ 1487.91,ap-south-1,t-33
U6457,ACCT-004,2026/03/23 06:35,AI,VM-STD-4,10454,min,₹ 1563.5,ap-south 1,T-45
U6458,ACCT-004,2026-09-30 11:28:00,Compute,DB-gp_2,830100,sec,₹ 14211.199999999999,AP-SOUTH-1,T-12
U6459, acct-001 ,2026-10-15 11:30+00:00,Compute,VM-STD-4,14371,seconds,₹ 1090.6,ap-south-1,T-12
U6460,acct-003,2026-06-14 06:01:00,Compute,DB-gp_2,11327,sec,₹ 630.85,AP-SOUTH-1,t-77
U6461,ACCT-002,2026-03-26 17:01:00,Storage,STORAGE-prem,6640,min,₹ 1153.65,ap-south-1,T-12
U6462,ACCT-002,2026-04-03 22:34+00:00,Database,VM-STD-4,16956,hr,₹ 593.42,ap-south-1,T-12
U6463,ACCT-004,2026-10-11 15:04+00:00,Compute,STORAGE-prem,3780,seconds,₹ 698.91,AP-SOUTH-1,t-33
U6464,ACCT-002,2026-07-26 02:21:00,Networking,DB-gp_2,3611,sec,₹ 1386.14,ap-south-1,t-77
U6465,ACCT-002,2026-08-02 10:22+00:00,Storage,VM-STD-4,13564,sec,₹ 315.2,us-east 1,t-33
U6466, acct-001 ,2026-11-18 18:14:00,AI,VM-STD-4,5070,sec,₹ 1603.65,AP-SOUTH-1,T-45
U6467,ACCT-004,2026-05-18 23:31:00,Storage,vm_std_4,15675,sec,₹ 1226.49,AP-SOUTH-1,t-77
U6468,acct-003,2026-09-22 22:40+00:00,Database,VM-STD-4,16580,seconds,₹ 1568.59,ap-south 1,t-33
U6469,ACCT-002,2026/03/20 16:20,Database,vm_std_4,4993,hr,₹ 1080.21,AP-SOUTH-1,T-45
U6470, acct-001 ,2026-04-09 15:40:00,AI,DB-gp_2,8699,min,₹ 1245.66,ap-south-1,t-77
U6471,ACCT-004,2026/10/09 13:30,AI,STORAGE-prem,17198,hr,₹ 606.35,ap-south-1,t-33
U6472,ACCT-004,2026-08-08 10:25:00,Storage,VM-std_4,829000,min,₹ 9867.4,ap-south-1,t-77
U6473,ACCT-004,2026-09-14 15:08:00,Database,VM-STD-4,152,sec,₹ 1323.42,ap-south 1,t-77
U6474, acct-001 ,2026-01-03 21:26:00,Compute,DB-gp_2,885,hr,₹ 1942.0,ap-south-1,T-12
U6475, acct-001 ,2026/08/14 07:13,Networking,VM-std_4,9909,sec,₹ 1472.35,us-east 1,T-12
U6476,acct-003,2026-08-01 19:34:00,Networking,VM-std_4,494,seconds,₹ 340.71,ap-south 1,t-77
U6477, acct-001 ,2026-01-09 19:39+00:00,Compute,VM-STD-4,17834,seconds,₹ 309.89,AP-SOUTH-1,T-45
U6478,ACCT-002,2026-03-13 06:07+00:00,Database,STORAGE-prem,1485,sec,₹ 393.15,us-east 1,t-33
U6479,acct-003,2026-07-17 02:19+00:00,Compute,VM-std_4,9837,sec,₹ 263.26,ap-south 1,t-33
U6480, acct-001 ,2026-05-31 19:09+00:00,AI,STORAGE-prem,19213,min,₹ 1442.67,ap-south-1,T-45
U6481,ACCT-002,2026/01/21 18:57,Compute,STORAGE-prem,13632,hr,₹ 967.62,ap-south 1,t-77
U6482,ACCT-004,2026/11/04 17:15,Compute,DB-gp_2,10036,sec,₹ 461.51,ap-south 1,T-12
U6483,ACCT-004,2026-07-03 21:22+00:00,Database,DB-gp_2,9541,sec,₹ 1359.01,ap-south-1,t-77
U6484,ACCT-002,2026/10/15 12:12,Storage,vm_std_4,8278,seconds,₹ 1872.29,AP-SOUTH-1,t-33
U6485,ACCT-004,2026-01-16 19:16+00:00,Database,VM-std_4,14467,hr,₹ 1544.94,us-east 1,t-33
U6486,acct-003,2026-01-30 15:54+00:00,Compute,DB-gp_2,247,seconds,₹ 456.4,us-east 1,t-33
U6487,ACCT-002,2026-06-26 21:16+00:00,Compute,DB-gp_2,3108,hr,₹ 1069.47,ap-south-1,T-12
U6488, acct-001 ,2026-06-20 05:46+00:00,Compute,vm_std_4,9766,sec,₹ 36.02,us-east 1,T-45
U6489,ACCT-002,2026-03-08 02:38:00,Database,VM-STD-4,405,hr,₹ 948.66,ap-south-1,T-12
U6490,ACCT-004,2026/01/17 14:37,Compute,DB-gp_2,19989,sec,₹ 1103.85,ap-south 1,T-45
U6491,ACCT-002,2026/09/25 08:12,Storage,STORAGE-prem,5570,seconds,₹ 1891.56,ap-south-1,t-77
U6492,acct-003,2026/03/25 04:32,Database,DB-gp_2,19477,hr,₹ 972.67,us-east 1,t-77
U6493,ACCT-004,2026/04/09 17:32,Storage,VM-std_4,1331,sec,₹ 86.88,ap-south 1,T-45
U6494,acct-003,2026-09-05 06:40:00,Compute,VM-std_4,17153,sec,₹ 137.45,ap-south 1,T-12
U6495,ACCT-002,2026-12-01 11:52:00,Compute,vm_std_4,3430,seconds,₹ 249.53,ap-south-1,t-33
U6496,ACCT-004,2026-03-15 15:01:00,Compute,vm_std_4,1666,sec,₹ 312.91,us-east 1,T-12
U6497,acct-003,2026/06/08 10:10,AI,DB-gp_2,7524,sec,₹ 490.39,us-east 1,T-12
U6498,acct-003,2026/05/04 10:19,Networking,VM-STD-4,19811,sec,₹ 1816.77,ap-south 1,t-77
U6499,ACCT-004,2026-06-04 21:27+00:00,Compute,STORAGE-prem,789,hr,₹ 66.66,AP-SOUTH-1,T-45
U6500,ACCT-004,2026-09-07 11:08:00,Compute,DB-gp_2,1576,min,₹ 172.86,AP-SOUTH-1,t-33
U6501,ACCT-004,2026-10-15 18:22+00:00,AI,VM-STD-4,1975,min,₹ 1670.57,AP-SOUTH-1,t-77
U6502, acct-001 ,2026-04-26 18:45:00,Storage,vm_std_4,15500,seconds,₹ 1978.66,ap-south 1,t-77
U6503,acct-003,2026-07-16 14:38+00:00,Networking,VM-std_4,11753,seconds,₹ 450.11,ap-south-1,T-12
U6504, acct-001 ,2026/09/19 06:31,Networking,VM-std_4,10982,sec,₹ 1011.51,AP-SOUTH-1,t-33
U6505,ACCT-004,2026/10/20 09:32,Database,STORAGE-prem,17918,sec,₹ 1560.4,AP-SOUTH-1,T-45
U6506,ACCT-004,2026-11-26 11:56+00:00,Database,STORAGE-prem,17705,hr,₹ 1183.95,ap-south-1,T-45
U6507,acct-003,2026-05-18 01:55+00:00,Networking,VM-std_4,4151,seconds,₹ 1540.93,us-east 1,t-33
U6508,ACCT-004,2026-10-24 02:51:00,Compute,VM-STD-4,16753,seconds,₹ 1296.59,us-east 1,t-77
U6509,acct-003,2026-03-27 16:08:00,Storage,VM-STD-4,6307,sec,₹ 1917.97,us-east 1,T-45
U6510,ACCT-002,2026-03-21 10:48+00:00,Networking,STORAGE-prem,7479,min,₹ 402.51,us-east 1,t-33
U6511, acct-001 ,2026-08-18 11:09+00:00,AI,STORAGE-prem,10622,seconds,₹ 1961.0,us-east 1,T-12
U6512, acct-001 ,2026-01-03 02:28:00,Database,VM-std_4,14886,hr,₹ 806.22,us-east 1,T-12
U6513,acct-003,2026/10/02 02:47,Storage,STORAGE-prem,8543,min,₹ 1419.43,us-east 1,T-45
U6514,ACCT-002,2026/08/05 21:51,Database,STORAGE-prem,11815,min,₹ 1186.1,us-east 1,T-12
U6515, acct-001 ,2026/07/15 02:49,Storage,VM-STD-4,13080,min,₹ 1957.86,us-east 1,T-12
U6516,ACCT-004,2026-08-02 09:53+00:00,AI,VM-STD-4,7579,seconds,₹ 1929.67,us-east 1,t-33
U6517, acct-001 ,2026-01-03 22:35:00,AI,VM-STD-4,18602,seconds,₹ 1759.13,ap-south 1,t-77
U6518,acct-003,2026/10/14 17:58,Networking,vm_std_4,16877,seconds,₹ 403.97,AP-SOUTH-1,t-77
U6519,acct-003,2026/06/22 14:30,AI,STORAGE-prem,19237,seconds,₹ 795.59,ap-south-1,T-45
U6520, acct-001 ,2026/02/26 21:12,Database,DB-gp_2,14450,sec,₹ 261.15,us-east 1,T-45
U6521, acct-001 ,2026-10-02 10:38:00,AI,vm_std_4,8845,hr,₹ 372.29,us-east 1,t-77
U6522,acct-003,2026-03-26 20:40:00,Database,vm_std_4,223,seconds,₹ 285.62,us-east 1,t-33
U6523,ACCT-002,2026/09/26 09:16,AI,STORAGE-prem,7552,seconds,₹ 961.42,AP-SOUTH-1,T-45
U6524,acct-003,2026-08-16 13:49:00,Storage,DB-gp_2,9170,min,₹ 1398.71,us-east 1,T-12
U6525,ACCT-002,2026/03/22 03:44,Database,DB-gp_2,7602,min,₹ 587.93,ap-south-1,t-77
U6526,ACCT-004,2026-09-15 20:22+00:00,Networking,DB-gp_2,6080,hr,₹ 1523.89,ap-south 1,t-77
U6527, acct-001 ,2026/06/25 04:46,Database,vm_std_4,15748,sec,₹ 726.46,AP-SOUTH-1,T-12
U6528,acct-003,2026/05/17 05:33,Networking,STORAGE-prem,18747,sec,₹ 1622.93,ap-south 1,t-33
U6529,ACCT-002,2026-06-06 13:20+00:00,Networking,VM-STD-4,19600,seconds,₹ 1765.56,us-east 1,T-12
U6530,ACCT-002,2026/01/03 17:45,AI,VM-std_4,15499,seconds,₹ 1479.78,ap-south 1,t-77
U6531,ACCT-004,2026/04/11 22:47,Database,vm_std_4,8130,sec,₹ 1808.48,ap-south-1,T-45
U6532,ACCT-004,2026-04-04 08:31+00:00,Compute,VM-std_4,17495,seconds,₹ 804.17,AP-SOUTH-1,T-45
U6533, acct-001 ,2026/12/01 10:44,Networking,vm_std_4,9524,min,₹ 972.33,us-east 1,t-33
U6534, acct-001 ,2026-01-02 06:08+00:00,AI,STORAGE-prem,1608,sec,₹ 529.86,AP-SOUTH-1,t-77
U6535,acct-003,2026/04/21 16:53,AI,STORAGE-prem,10712,hr,₹ 1458.09,ap-south-1,T-45
U6536, acct-001 ,2026/06/08 03:01,Networking,DB-gp_2,9174,seconds,₹ 1771.53,us-east 1,T-45
U6537,ACCT-002,2026/07/15 10:16,AI,VM-STD-4,1208,seconds,₹ 1923.9,ap-south-1,t-77
U6538,acct-003,2026-10-27 11:33:00,Storage,DB-gp_2,9404,min,₹ 1330.49,ap-south-1,t-77
U6539,acct-003,2026-05-27 15:16:00,Compute,DB-gp_2,8346,hr,₹ 1424.74,AP-SOUTH-1,T-45
U6540,ACCT-004,2026-04-07 19:41+00:00,AI,DB-gp_2,19642,sec,₹ 1356.28,ap-south 1,T-45
U6541,ACCT-004,2026-11-20 02:05+00:00,AI,vm_std_4,18576,hr,₹ 462.36,ap-south-1,t-33
U6542,acct-003,2026-05-31 09:16+00:00,Compute,STORAGE-prem,12611,min,₹ 1732.57,ap-south-1,T-45
U6543,ACCT-004,2026-11-22 19:48:00,Compute,STORAGE-prem,7621,seconds,₹ 1269.2,ap-south-1,t-33
U6544,ACCT-002,2026/04/29 22:18,Storage,DB-gp_2,10383,seconds,₹ 478.13,AP-SOUTH-1,t-77
U6545,acct-003,2026/10/07 15:03,Networking,vm_std_4,8932,seconds,₹ 590.86,ap-south 1,t-77
U6546, acct-001 ,2026/04/16 01:45,Storage,VM-std_4,19743,sec,₹ 619.28,ap-south 1,t-33
U6547, acct-001 ,2026-11-13 18:19+00:00,Storage,DB-gp_2,15722,sec,₹ 1710.24,us-east 1,T-45
U6548,ACCT-004,2026-05-03 03:16+00:00,Compute,vm_std_4,16575,seconds,₹ 1725.75,us-east 1,T-12
U6549,acct-003,2026/09/01 15:53,Networking,VM-STD-4,14700,hr,₹ 992.2,ap-south 1,t-77
U6550,acct-003,2026/06/28 10:27,Compute,VM-std_4,17887,seconds,₹ 1301.94,ap-south-1,t-33
U6551,ACCT-002,2026/04/07 07:29,Database,VM-STD-4,145,hr,₹ 224.64,AP-SOUTH-1,T-45
U6552, acct-001 ,2026/02/27 23:22,Compute,VM-std_4,4280,sec,₹ 1504.41,AP-SOUTH-1,T-45
U6553,acct-003,2026/06/07 02:30,Database,VM-STD-4,19166,min,₹ 353.85,us-east 1,t-33
U6554,acct-003,2026-09-12 19:04:00,AI,STORAGE-prem,14397,min,₹ 1844.41,us-east 1,t-33
U6555,acct-003,2026-10-22 14:15+00:00,AI,VM-std_4,8895,sec,₹ 1684.23,us-east 1,T-45
U6556,ACCT-004,2026-12-11 02:41:00,Database,DB-gp_2,15828,sec,₹ 112.59,ap-south-1,t-77
U6557, acct-001 ,2026-03-18 12:56+00:00,Database,VM-STD-4,14780,hr,₹ 139.14,us-east 1,T-45
U6558,ACCT-002,2026-02-11 20:17:00,AI,DB-gp_2,5867,seconds,₹ 1707.71,ap-south-1,T-45
U6559,acct-003,2026/05/03 14:01,Storage,STORAGE-prem,341850,sec,₹ 21610.4,AP-SOUTH-1,T-45
U6560,ACCT-004,2026-11-05 23:15+00:00,Networking,VM-std_4,15058,hr,₹ 500.73,us-east 1,t-77
U6561, acct-001 ,2026/01/20 05:58,Database,vm_std_4,6060,sec,₹ 92.49,ap-south 1,t-33
U6562,acct-003,2026/05/09 06:16,Compute,vm_std_4,7664,hr,₹ 1462.36,ap-south 1,T-45
U6563,acct-003,2026-08-08 14:48:00,Storage,STORAGE-prem,12495,min,₹ 1866.28,AP-SOUTH-1,T-45
U6564, acct-001 ,2026-05-01 07:24+00:00,Storage,STORAGE-prem,14633,sec,₹ 1264.59,us-east 1,t-33
U6565, acct-001 ,2026-10-22 20:09:00,AI,VM-STD-4,9894,sec,₹ 156.08,ap-south 1,t-77
U6566,acct-003,2026/06/19 07:41,Compute,vm_std_4,18874,hr,₹ 310.72,ap-south 1,T-45
U6567, acct-001 ,2026-07-23 18:39:00,AI,VM-STD-4,5183,min,₹ 901.64,ap-south-1,t-77
U6568,ACCT-004,2026/01/28 01:33,Database,VM-std_4,3965,seconds,₹ 1685.65,ap-south-1,t-33
U6569,acct-003,2026/10/31 17:51,Database,STORAGE-prem,13181,hr,₹ 1454.5,ap-south 1,t-77
U6570, acct-001 ,2026/12/11 22:20,Database,vm_std_4,10555,seconds,₹ 331.42,us-east 1,T-12
U6571,ACCT-004,2026/09/11 11:00,Networking,vm_std_4,6247,seconds,₹ 1753.11,us-east 1,t-77
U6572, acct-001 ,2026-12-12 20:55:00,AI,VM-STD-4,640,hr,₹ 181.5,us-east 1,T-12
U6573,ACCT-002,2026-07-22 23:21+00:00,Storage,VM-STD-4,4103,hr,₹ 91.95,ap-south-1,t-33
U6574,ACCT-002,2026-04-26 11:32:00,Compute,DB-gp_2,16412,seconds,₹ 1946.81,AP-SOUTH-1,T-45
U6575,ACCT-002,2026-11-09 02:11+00:00,Database,DB-gp_2,17923,hr,₹ 654.35,AP-SOUTH-1,t-33
U6576,ACCT-004,2026-07-28 08:18+00:00,Storage,VM-STD-4,12091,seconds,₹ 978.93,ap-south 1,t-33
U6577,ACCT-002,2026-10-18 15:44:00,Database,vm_std_4,557,hr,₹ 1512.39,ap-south 1,T-12
U6578,ACCT-004,2026-11-06 11:11+00:00,Networking,DB-gp_2,16801,min,₹ 1938.87,us-east 1,t-33
U6579, acct-001 ,2026-05-26 03:04+00:00,Compute,vm_std_4,3233,hr,₹ 68.11,ap-south-1,T-45
U6580, acct-001 ,2026/08/13 10:45,Database,vm_std_4,14538,seconds,₹ 1475.46,AP-SOUTH-1,T-12
U6581, acct-001 ,2026-09-12 01:05+00:00,Networking,DB-gp_2,9315,seconds,₹ 1108.77,ap-south 1,T-45
U6582,ACCT-002,2026-01-08 01:26:00,Storage,vm_std_4,446,seconds,₹ 1968.92,AP-SOUTH-1,t-33
U6583,ACCT-002,2026/08/03 16:58,Compute,VM-std_4,8814,min,₹ 375.02,ap-south-1,T-12
U6584,ACCT-004,2026-06-17 19:18+00:00,Database,DB-gp_2,7407,seconds,₹ 986.46,us-east 1,t-77
U6585, acct-001 ,2026/02/22 12:48,Compute,VM-std_4,15108,sec,₹ 718.19,ap-south-1,T-12
U6586, acct-001 ,2026-08-15 06:45+00:00,Compute,VM-STD-4,825,hr,₹ 982.91,ap-south-1,T-12
U6587,ACCT-002,2026-08-11 07:16:00,Database,VM-std_4,7472,seconds,₹ 1303.76,ap-south 1,T-12
U6588,ACCT-002,2026-05-10 13:30+00:00,Networking,STORAGE-prem,15893,sec,₹ 536.91,AP-SOUTH-1,t-33
U6589,ACCT-002,2026-05-28 20:47:00,AI,vm_std_4,3864,sec,₹ 353.44,us-east 1,t-33
U6590,ACCT-002,2026/05/04 11:47,Storage,STORAGE-prem,11793,sec,₹ 1286.12,ap-south 1,T-12
U6591,ACCT-004,2026/12/01 03:55,Storage,VM-std_4,1244,seconds,₹ 1541.43,ap-south 1,t-77
U6592,ACCT-004,2026-10-01 17:12+00:00,Compute,VM-std_4,8736,seconds,₹ 701.2,ap-south-1,T-12
U6593,ACCT-004,2026-04-01 17:09+00:00,Database,DB-gp_2,4303,hr,₹ 1647.34,AP-SOUTH-1,T-12
U6594,ACCT-004,2026-04-21 14:14:00,Compute,VM-STD-4,16710,seconds,₹ 17.82,ap-south-1,T-12
U6595,ACCT-002,2026/04/04 09:23,Database,STORAGE-prem,11985,sec,₹ 979.56,us-east 1,T-12
U6596,ACCT-002,2026-09-07 01:24+00:00,AI,VM-std_4,8764,sec,₹ 1009.28,AP-SOUTH-1,t-77
U6597,ACCT-004,2026-03-30 00:07:00,Compute,vm_std_4,17524,seconds,₹ 970.93,ap-south 1,t-77
U6598,ACCT-004,2026-05-27 06:37+00:00,Database,VM-STD-4,13202,hr,₹ 675.92,ap-south-1,T-45
U6599,ACCT-004,2026-07-05 14:02:00,AI,VM-std_4,17837,sec,₹ 1902.71,ap-south 1,T-45
U6600, acct-001 ,2026/01/27 19:52,Compute,VM-STD-4,374,min,₹ 291.8,ap-south 1,T-12
U6601,acct-003,2026/05/16 05:05,Database,vm_std_4,19125,seconds,₹ 1197.82,ap-south-1,T-12
U6602, acct-001 ,2026-01-05 11:24+00:00,Networking,VM-STD-4,15201,min,₹ 1780.39,ap-south 1,T-45
U6603, acct-001 ,2026/09/13 11:50,Database,VM-std_4,6489,seconds,₹ 1070.46,AP-SOUTH-1,t-33
U6604,ACCT-004,2026/02/18 00:33,Compute,VM-std_4,2106,seconds,₹ 691.83,us-east 1,t-77
U6605,ACCT-002,2026/04/20 19:09,Networking,DB-gp_2,4461,hr,₹ 1173.32,ap-south-1,T-45
U6606,acct-003,2026/01/31 20:55,Compute,vm_std_4,5186,hr,₹ 363.58,ap-south 1,T-45
U6607,acct-003,2026-11-04 00:44+00:00,Storage,vm_std_4,10740,seconds,₹ 1038.27,ap-south 1,t-33
U6608, acct-001 ,2026/06/03 10:30,AI,VM-std_4,6534,min,₹ 305.97,ap-south 1,T-12
U6609,ACCT-002,2026-09-02 06:23+00:00,Compute,VM-std_4,4595,seconds,₹ 1979.37,us-east 1,T-12
U6610,acct-003,2026-05-11 12:30:00,Compute,STORAGE-prem,12505,min,₹ 1678.03,us-east 1,T-45
U6611,ACCT-002,2026-08-23 13:18+00:00,AI,vm_std_4,19760,hr,₹ 418.57,us-east 1,T-45
U6612,acct-003,2026/07/25 18:58,Storage,VM-std_4,4770,sec,₹ 1107.83,ap-south 1,t-77
U6613,acct-003,2026-09-26 07:44+00:00,Database,VM-STD-4,1886,seconds,₹ 1020.58,AP-SOUTH-1,T-45
U6614,acct-003,2026-11-23 16:49+00:00,Storage,VM-std_4,15405,seconds,₹ 888.33,us-east 1,t-77
U6615,acct-003,2026/06/28 14:59,AI,STORAGE-prem,16060,seconds,₹ 385.17,ap-south-1,t-33
U6616,acct-003,2026/09/11 22:30,Database,VM-STD-4,2673,sec,₹ 365.3,ap-south-1,t-33
U6617,ACCT-002,2026/08/15 11:54,Compute,VM-std_4,2549,min,₹ 604.3,ap-south-1,T-12
U6618,ACCT-004,2026-01-06 13:44+00:00,AI,vm_std_4,12106,sec,₹ 703.96,ap-south 1,t-77
U6619,ACCT-002,2026-04-02 22:00:00,Database,DB-gp_2,13604,seconds,₹ 1345.72,ap-south-1,T-45
U6620, acct-001 ,2026/10/08 12:33,Storage,VM-std_4,16313,sec,₹ 73.47,AP-SOUTH-1,t-33
U6621,ACCT-004,2026-11-04 03:34:00,AI,vm_std_4,5782,seconds,₹ 1164.63,ap-south-1,T-12
U6622,ACCT-002,2026/05/07 07:04,AI,VM-STD-4,13565,sec,₹ 1557.82,us-east 1,T-45
U6623,acct-003,2026-07-31 08:14+00:00,Compute,DB-gp_2,3216,min,₹ 1717.49,AP-SOUTH-1,T-12
U6624,ACCT-002,2026-05-24 14:04+00:00,Compute,VM-std_4,2982,sec,₹ 1156.96,ap-south 1,T-45
U6625, acct-001 ,2026-09-28 18:08:00,Database,vm_std_4,2672,min,₹ 403.5,ap-south-1,t-33
U6626, acct-001 ,2026-03-12 05:57:00,Networking,vm_std_4,11405,seconds,₹ 919.93,AP-SOUTH-1,T-12
U6627,ACCT-002,2026-04-24 06:13+00:00,Compute,STORAGE-prem,2253,sec,₹ 499.08,AP-SOUTH-1,T-45
U6628,acct-003,2026/02/24 17:14,AI,DB-gp_2,17388,sec,₹ 260.58,ap-south-1,T-12
U6629,acct-003,2026/03/18 14:36,Compute,STORAGE-prem,5949,seconds,₹ 450.18,AP-SOUTH-1,t-77
U6630,ACCT-002,2026-06-19 09:15+00:00,Database,DB-gp_2,4195,sec,₹ 826.63,ap-south 1,t-77
U6631,acct-003,2026-02-18 22:33+00:00,AI,STORAGE-prem,15550,seconds,₹ 24570.6,ap-south 1,t-77
U6632,acct-003,2026/08/14 01:44,Database,VM-std_4,16278,hr,₹ 451.72,AP-SOUTH-1,T-45
U6633, acct-001 ,2026/10/15 15:17,Database,vm_std_4,8827,min,₹ 1987.35,ap-south-1,T-45
U6634,ACCT-002,2026-12-13 05:09:00,AI,VM-STD-4,13743,sec,₹ 1768.65,us-east 1,t-77
U6635,ACCT-004,2026-10-12 17:23+00:00,AI,VM-STD-4,7978,min,₹ 716.22,us-east 1,T-12
U6636,ACCT-002,2026/09/12 21:19,AI,DB-gp_2,10624,sec,₹ 832.44,ap-south-1,t-77
U6637,ACCT-002,2026/04/14 20:45,Networking,VM-STD-4,15023,sec,₹ 250.27,ap-south-1,t-77
U6638,acct-003,2026/10/22 04:00,Database,vm_std_4,5012,hr,₹ 444.94,us-east 1,t-77
U6639,ACCT-004,2026-03-29 16:41+00:00,Compute,DB-gp_2,17850,sec,₹ 1138.1,us-east 1,t-33
U6640,ACCT-004,2026-09-28 23:46:00,Storage,VM-std_4,13195,hr,₹ 777.82,ap-south-1,T-45
U6641, acct-001 ,2026-09-02 21:51+00:00,Compute,STORAGE-prem,1362,sec,₹ 1849.04,us-east 1,t-33
U6642,ACCT-004,2026-11-02 14:33+00:00,AI,VM-std_4,857,seconds,₹ 1065.99,AP-SOUTH-1,t-33
U6643,ACCT-004,2026/01/06 00:59,Networking,VM-std_4,1816,min,₹ 488.88,AP-SOUTH-1,t-33
U6644,acct-003,2026-09-23 10:44:00,Storage,STORAGE-prem,17511,sec,₹ 1554.66,us-east 1,t-77
U6645, acct-001 ,2026-02-09 23:16+00:00,Compute,VM-std_4,16397,min,₹ 1284.3,ap-south-1,t-33
U6646,ACCT-004,2026/06/06 00:26,Database,VM-STD-4,14501,seconds,₹ 1680.51,us-east 1,T-45
U6647, acct-001 ,2026-04-27 22:13:00,Database,VM-STD-4,5797,min,₹ 326.51,ap-south 1,T-45
U6648, acct-001 ,2026-05-24 04:18:00,Storage,DB-gp_2,2423,sec,₹ 801.36,AP-SOUTH-1,T-12
U6649,ACCT-002,2026/01/12 04:02,Storage,DB-gp_2,14825,hr,₹ 1973.04,ap-south 1,T-45
U6650,acct-003,2026-11-16 01:08+00:00,AI,DB-gp_2,14909,min,₹ 1999.1,us-east 1,T-45
U6651,acct-003,2026-07-20 06:35:00,Storage,VM-STD-4,5956,min,₹ 1507.51,ap-south-1,T-12
U6652, acct-001 ,2026/05/22 10:31,AI,VM-STD-4,1522,seconds,₹ 86.0,ap-south-1,T-45
U6653,ACCT-002,2026-07-07 19:17+00:00,AI,STORAGE-prem,5832,min,₹ 1771.64,ap-south-1,T-45
U6654, acct-001 ,2026-06-29 16:25:00,AI,VM-std_4,12295,seconds,₹ 1834.5,us-east 1,t-77
U6655,ACCT-002,2026-09-11 13:23+00:00,Compute,vm_std_4,2644,sec,₹ 1554.6,ap-south 1,t-33
U6656, acct-001 ,2026-01-02 17:32+00:00,Database,VM-std_4,11362,min,₹ 824.63,us-east 1,t-77
U6657,ACCT-004,2026-09-07 22:26:00,Database,VM-STD-4,8281,hr,₹ 1409.21,AP-SOUTH-1,T-45
U6658,acct-003,2026/08/09 00:27,Networking,vm_std_4,13544,seconds,₹ 1486.02,us-east 1,T-45
U6659, acct-001 ,2026-02-13 19:34:00,Database,DB-gp_2,5373,sec,₹ 1889.62,AP-SOUTH-1,t-33
U6660, acct-001 ,2026-05-09 13:52+00:00,Database,VM-std_4,13774,seconds,₹ 94.71,us-east 1,T-12
U6661, acct-001 ,2026/01/10 04:03,AI,DB-gp_2,2692,hr,₹ 714.99,us-east 1,T-12
U6662,acct-003,2026-02-22 18:48:00,Networking,DB-gp_2,18356,sec,₹ 129.41,ap-south 1,t-77
U6663,acct-003,2026-01-16 13:33:00,AI,vm_std_4,7933,min,₹ 447.38,ap-south 1,t-77
U6664,ACCT-004,2026-05-09 15:29+00:00,Compute,vm_std_4,5995,sec,₹ 874.1,us-east 1,t-77
U6665,ACCT-004,2026-07-16 04:01+00:00,Compute,VM-std_4,3695,hr,₹ 467.52,ap-south 1,T-45
U6666,ACCT-002,2026/03/21 22:52,Networking,VM-STD-4,17471,min,₹ 255.1,AP-SOUTH-1,T-45
U6667,acct-003,2026/03/14 10:00,Networking,DB-gp_2,17995,seconds,₹ 675.58,ap-south-1,t-77
U6668, acct-001 ,2026-08-30 04:46+00:00,AI,STORAGE-prem,19131,sec,₹ 1551.63,ap-south 1,T-45
U6669,acct-003,2026-07-03 13:36:00,AI,DB-gp_2,550,min,₹ 1815.58,us-east 1,T-12
U6670, acct-001 ,2026-04-07 17:41:00,Networking,VM-STD-4,12514,seconds,₹ 1202.82,ap-south 1,T-12
U6671,acct-003,2026/05/24 17:11,Storage,DB-gp_2,17533,seconds,₹ 640.4,AP-SOUTH-1,t-77
U6672,acct-003,2026-08-08 08:11+00:00,Compute,DB-gp_2,15467,seconds,₹ 1540.89,AP-SOUTH-1,T-45
U6673,ACCT-004,2026-07-30 20:44+00:00,Networking,VM-STD-4,9165,min,₹ 818.11,ap-south 1,T-45
U6674,ACCT-004,2026/05/03 15:59,Storage,VM-STD-4,7045,sec,₹ 943.86,ap-south 1,t-77
U6675, acct-001 ,2026/11/09 18:55,Compute,VM-std_4,14088,seconds,₹ 862.63,AP-SOUTH-1,t-33
U6676,acct-003,2026-09-27 22:36+00:00,Storage,VM-STD-4,14519,seconds,₹ 1318.09,AP-SOUTH-1,t-77
U6677,ACCT-002,2026-07-23 10:08:00,AI,VM-STD-4,10978,min,₹ 1475.93,ap-south-1,t-33
U6678,ACCT-004,2026/09/05 14:12,Networking,VM-STD-4,8050,seconds,₹ 1797.17,AP-SOUTH-1,t-33
U6679, acct-001 ,2026-03-30 08:53+00:00,Storage,STORAGE-prem,7007,seconds,₹ 334.13,ap-south 1,t-33
U6680,acct-003,2026/09/15 08:25,Storage,STORAGE-prem,6848,min,₹ 649.03,ap-south-1,T-45
U6681, acct-001 ,2026/01/01 11:44,Networking,STORAGE-prem,3112,hr,₹ 367.55,us-east 1,t-33
U6682, acct-001 ,2026-03-08 17:22+00:00,AI,VM-std_4,14378,hr,₹ 1156.19,AP-SOUTH-1,T-45
U6683, acct-001 ,2026-03-08 10:45:00,Storage,VM-STD-4,5198,sec,₹ 716.49,us-east 1,t-33
